"","cartaAltaRoboClustering","cartaMediaRoboClustering","cartaBaixaRoboClustering","kmeans.cluster","idMao"
"1987",7,3,3,2,182
"1988",20,7,3,4,183
"1989",20,20,3,7,184
"1990",51,20,3,6,185
"1991",7,3,3,2,186
"1992",12,3,3,2,187
"1993",7,7,3,5,188
"1994",7,7,3,5,189
"1995",7,7,3,5,190
"1996",20,7,7,4,191
"1997",20,3,3,4,192
"1998",7,7,3,5,193
"1999",51,51,3,6,194
"2000",12,7,3,5,195
"2001",20,7,3,4,196
"2002",20,7,3,4,197
"2003",12,7,7,5,199
"2004",3,3,3,2,200
"2005",41,7,3,3,201
"2006",20,20,3,7,202
"2007",20,12,7,7,203
"2008",20,7,7,4,204
"2009",20,7,7,4,205
"2010",51,12,7,3,206
"2011",51,7,3,3,207
"2012",41,20,20,1,208
"2013",20,7,3,4,209
"2014",7,7,3,5,211
"2015",51,7,7,3,212
"2016",20,12,3,4,213
"2017",20,7,3,4,214
"2018",51,7,3,3,215
"2019",7,7,3,5,216
"2020",51,20,3,6,217
"2021",20,20,3,7,218
"2022",7,7,3,5,219
"2023",20,7,3,4,220
"2024",41,7,3,3,222
"2025",51,41,20,1,223
"2026",51,20,7,6,224
"2027",20,20,3,7,225
"2028",20,12,7,7,226
"2029",20,7,7,4,227
"2030",41,3,3,3,228
"2031",7,7,3,5,229
"2032",20,12,7,7,231
"2033",41,3,3,3,232
"2034",20,7,3,4,233
"2035",7,7,3,5,234
"2036",7,7,3,5,235
"2037",51,7,3,3,236
"2038",20,7,3,4,237
"2039",20,12,7,7,238
"2040",20,20,20,1,239
"2041",51,20,7,6,240
"2042",7,7,3,5,241
"2043",7,7,3,5,242
"2044",41,3,3,3,243
"2045",51,20,3,6,244
"2046",7,7,3,5,247
"2047",7,7,3,5,248
"2048",20,12,7,7,249
"2049",12,3,3,2,250
"2050",41,7,3,3,251
"2051",7,3,3,2,252
"2052",12,3,3,2,253
"2053",41,7,3,3,254
"2054",7,3,3,2,255
"2055",20,20,3,7,256
"2056",41,7,3,3,257
"2057",20,7,3,4,258
"2058",7,3,3,2,260
"2059",20,20,20,1,261
"2060",20,7,7,4,262
"2061",41,3,3,3,263
"2062",51,7,3,3,264
"2063",51,20,12,1,265
"2064",12,3,3,2,266
"2065",20,7,3,4,267
"2066",51,20,3,6,268
"2067",7,7,3,5,269
"2068",20,3,3,4,270
"2069",51,7,7,3,271
"2070",20,7,3,4,272
"2071",20,3,3,4,273
"2072",20,7,3,4,274
"2073",7,3,3,2,275
"2074",7,3,3,2,276
"2075",3,3,3,2,277
"2076",7,7,3,5,278
"2077",20,7,3,4,279
"2078",20,12,7,7,280
"2079",20,7,3,4,281
"2080",41,20,3,6,282
"2081",51,20,20,1,283
"2082",7,3,3,2,284
"2083",7,3,3,2,285
"2084",7,7,3,5,286
"2085",7,7,3,5,289
"2086",51,3,3,3,290
"2087",20,12,7,7,291
"2088",7,7,3,5,292
"2089",41,20,7,6,293
"2090",7,7,3,5,294
"2091",20,20,7,7,295
"2092",20,7,3,4,297
"2093",20,20,7,7,298
"2094",41,7,3,3,299
"2095",20,20,7,7,301
"2096",20,12,3,4,302
"2097",7,3,3,2,303
"2098",41,7,3,3,304
"2099",20,20,3,7,305
"2100",7,7,7,5,306
"2101",20,7,3,4,307
"2102",7,3,3,2,308
"2103",20,7,3,4,309
"2104",20,3,3,4,310
"2105",51,12,3,3,311
"2106",7,7,3,5,312
"2107",20,20,3,7,313
"2108",7,3,3,2,314
"2109",51,20,7,6,315
"2110",7,3,3,2,316
"2111",20,3,3,4,317
"2112",20,20,7,7,318
"2113",12,7,3,5,320
"2114",20,20,3,7,321
"2115",20,7,3,4,323
"2116",20,7,7,4,324
"2117",3,3,3,2,325
"2118",7,7,7,5,326
"2119",41,7,3,3,327
"2120",20,12,3,4,328
"2121",20,7,3,4,329
"2122",51,20,3,6,330
"2123",51,3,3,3,332
"2124",20,20,3,7,334
"2125",51,20,20,1,335
"2126",20,3,3,4,336
"2127",12,3,3,2,337
"2128",51,20,20,1,338
"2129",7,7,7,5,339
"2130",7,7,7,5,340
"2131",20,12,7,7,341
"2132",20,20,3,7,342
"2133",20,20,3,7,343
"2134",20,3,3,4,344
"2135",20,7,3,4,345
"2136",3,3,3,2,346
"2137",20,7,3,4,347
"2138",41,3,3,3,348
"2139",51,20,7,6,350
"2140",20,7,3,4,351
"2141",51,20,7,6,352
"2142",7,7,3,5,353
"2143",7,3,3,2,354
"2144",20,7,3,4,355
"2145",20,3,3,4,356
"2146",12,7,3,5,358
"2147",20,20,3,7,359
"2148",3,3,3,2,361
"2149",7,3,3,2,362
"2150",41,41,7,6,363
"2151",12,7,3,5,364
"2152",7,3,3,2,365
"2153",20,7,3,4,366
"2154",7,3,3,2,367
"2155",20,7,3,4,368
"2156",20,7,7,4,369
"2157",7,7,3,5,370
"2158",20,12,7,7,371
"2159",12,7,7,5,372
"2160",20,3,3,4,373
"2161",7,7,3,5,375
"2162",20,12,3,4,376
"2163",20,3,3,4,377
"2164",20,12,3,4,378
"2165",20,3,3,4,379
"2166",12,7,7,5,380
"2167",51,7,3,3,381
"2168",41,20,3,6,382
"2169",7,3,3,2,383
"2170",20,20,7,7,384
"2171",12,7,7,5,385
"2172",7,3,3,2,386
"2173",7,7,3,5,388
"2174",41,20,12,1,389
"2175",20,20,3,7,390
"2176",7,3,3,2,391
"2177",7,3,3,2,392
"2178",41,41,20,1,393
"2179",20,7,3,4,394
"2180",20,3,3,4,396
"2181",7,3,3,2,397
"2182",20,20,7,7,398
"2183",20,20,7,7,399
"2184",7,3,3,2,400
"2185",20,7,3,4,401
"2186",12,7,7,5,402
"2187",20,7,3,4,403
"2188",7,7,7,5,404
"2189",20,7,7,4,405
"2190",51,7,7,3,406
"2191",20,7,7,4,407
"2192",12,3,3,2,408
"2193",20,7,3,4,409
"2194",12,7,3,5,410
"2195",20,7,3,4,411
"2196",51,7,7,3,412
"2197",20,7,3,4,413
"2198",20,7,7,4,414
"2199",20,20,3,7,415
"2200",20,12,3,4,416
"2201",20,3,3,4,417
"2202",51,7,3,3,418
"2203",20,3,3,4,419
"2204",12,3,3,2,420
"2205",20,7,3,4,421
"2206",12,7,3,5,423
"2207",51,7,7,3,424
"2208",20,20,20,1,425
"2209",20,20,7,7,426
"2210",20,7,3,4,427
"2211",20,12,7,7,428
"2212",20,7,3,4,429
"2213",20,7,7,4,431
"2214",20,7,3,4,432
"2215",12,7,3,5,433
"2216",41,20,12,1,434
"2217",7,7,3,5,435
"2218",20,7,3,4,436
"2219",51,20,3,6,437
"2220",41,20,7,6,438
"2221",7,3,3,2,440
"2222",41,20,7,6,442
"2223",7,7,3,5,443
"2224",12,7,3,5,444
"2225",20,7,3,4,445
"2226",41,7,3,3,446
"2227",20,7,3,4,447
"2228",20,7,3,4,448
"2229",41,20,3,6,449
"2230",7,7,3,5,450
"2231",41,7,3,3,451
"2232",20,3,3,4,452
"2233",12,7,3,5,453
"2234",20,3,3,4,454
"2235",12,7,3,5,456
"2236",20,7,3,4,457
"2237",20,12,7,7,458
"2238",7,3,3,2,459
"2239",41,7,3,3,461
"2240",7,7,3,5,462
"2241",12,3,3,2,463
"2242",20,20,3,7,464
"2243",20,7,7,4,465
"2244",3,3,3,2,466
"2245",51,7,3,3,467
"2246",7,3,3,2,468
"2247",20,7,7,4,469
"2248",20,3,3,4,470
"2249",20,3,3,4,471
"2250",7,3,3,2,472
"2251",20,20,3,7,474
"2252",20,3,3,4,475
"2253",51,20,3,6,476
"2254",20,7,3,4,477
"2255",20,7,3,4,478
"2256",12,3,3,2,479
"2257",51,3,3,3,480
"2258",7,3,3,2,481
"2259",20,12,3,4,482
"2260",7,7,3,5,483
"2261",20,7,3,4,484
"2262",20,12,3,4,485
"2263",41,20,3,6,486
"2264",20,7,3,4,487
"2265",7,7,3,5,488
"2266",7,7,7,5,489
"2267",20,3,3,4,491
"2268",51,3,3,3,492
"2269",51,20,3,6,493
"2270",20,7,7,4,494
"2271",7,7,3,5,495
"2272",7,7,3,5,496
"2273",20,3,3,4,497
"2274",20,7,7,4,499
"2275",20,20,3,7,500
"2276",51,7,3,3,501
"2277",3,3,3,2,502
"2278",51,7,7,3,504
"2279",20,20,3,7,505
"2280",7,3,3,2,506
"2281",41,7,7,3,507
"2282",20,20,3,7,509
"2283",7,3,3,2,510
"2284",41,7,3,3,511
"2285",20,7,3,4,513
"2286",41,20,7,6,514
"2287",41,20,3,6,517
"2288",12,7,3,5,518
"2289",7,7,3,5,519
"2290",20,7,7,4,520
"2291",3,3,3,2,521
"2292",20,7,7,4,523
"2293",7,7,3,5,524
"2294",7,7,3,5,525
"2295",41,7,3,3,527
"2296",7,3,3,2,528
"2297",20,20,3,7,529
"2298",20,7,3,4,530
"2299",12,7,3,5,531
"2300",20,7,3,4,532
"2301",51,20,7,6,535
"2302",12,7,3,5,536
"2303",51,20,7,6,537
"2304",12,7,3,5,538
"2305",20,7,3,4,539
"2306",7,7,3,5,540
"2307",20,7,3,4,541
"2308",51,20,7,6,542
"2309",7,3,3,2,543
"2310",20,7,7,4,545
"2311",7,7,3,5,546
"2312",20,3,3,4,547
"2313",41,7,7,3,548
"2314",41,7,3,3,549
"2315",3,3,3,2,550
"2316",51,7,3,3,551
"2317",51,7,3,3,554
"2318",7,7,3,5,555
"2319",20,7,3,4,556
"2320",20,20,3,7,557
"2321",7,7,3,5,558
"2322",7,3,3,2,559
"2323",20,12,3,4,560
"2324",12,3,3,2,562
"2325",20,12,3,4,563
"2326",41,20,7,6,564
"2327",20,7,7,4,565
"2328",7,3,3,2,566
"2329",12,3,3,2,567
"2330",20,3,3,4,568
"2331",20,7,7,4,569
"2332",20,7,3,4,570
"2333",20,3,3,4,571
"2334",7,7,3,5,572
"2335",7,3,3,2,573
"2336",51,3,3,3,574
"2337",7,3,3,2,575
"2338",41,7,3,3,576
"2339",7,3,3,2,577
"2340",7,7,3,5,578
"2341",41,3,3,3,579
"2342",7,7,3,5,581
"2343",20,7,3,4,582
"2344",41,3,3,3,583
"2345",7,3,3,2,584
"2346",20,7,3,4,585
"2347",51,20,20,1,586
"2348",20,20,3,7,587
"2349",20,7,3,4,588
"2350",41,12,7,3,589
"2351",41,20,7,6,590
"2352",20,20,3,7,592
"2353",7,7,3,5,593
"2354",20,7,3,4,594
"2355",20,7,3,4,596
"2356",51,7,3,3,597
"2357",41,12,3,3,598
"2358",7,3,3,2,600
"2359",20,7,7,4,601
"2360",7,3,3,2,602
"2361",41,20,7,6,603
"2362",7,3,3,2,605
"2363",7,3,3,2,606
"2364",7,7,3,5,607
"2365",3,3,3,2,608
"2366",7,7,3,5,609
"2367",20,7,3,4,610
"2368",41,7,7,3,611
"2369",20,3,3,4,612
"2370",51,7,3,3,614
"2371",20,7,3,4,616
"2372",41,20,3,6,617
"2373",7,3,3,2,618
"2374",12,7,7,5,619
"2375",20,7,7,4,621
"2376",7,7,7,5,622
"2377",20,7,3,4,623
"2378",20,20,7,7,624
"2379",41,7,3,3,626
"2380",20,7,3,4,627
"2381",20,7,7,4,628
"2382",51,3,3,3,629
"2383",20,7,3,4,630
"2384",51,3,3,3,631
"2385",41,7,3,3,632
"2386",20,20,7,7,633
"2387",12,7,7,5,634
"2388",41,20,3,6,636
"2389",20,3,3,4,637
"2390",20,7,3,4,638
"2391",20,12,7,7,639
"2392",7,7,3,5,640
"2393",20,7,3,4,641
"2394",7,7,3,5,642
"2395",41,3,3,3,643
"2396",51,7,3,3,644
"2397",20,7,3,4,645
"2398",20,12,7,7,646
"2399",41,7,3,3,647
"2400",51,20,3,6,648
"2401",51,20,7,6,649
"2402",7,7,3,5,650
"2403",20,7,7,4,651
"2404",41,7,3,3,652
"2405",20,12,7,7,653
"2406",41,12,3,3,654
"2407",12,7,7,5,655
"2408",7,3,3,2,656
"2409",20,7,3,4,657
"2410",41,7,7,3,658
"2411",41,20,7,6,659
"2412",7,3,3,2,660
"2413",41,3,3,3,661
"2414",51,7,3,3,663
"2415",7,7,3,5,664
"2416",12,7,3,5,665
"2417",3,3,3,2,666
"2418",51,7,3,3,667
"2419",20,7,3,4,668
"2420",51,20,7,6,669
"2421",7,7,7,5,670
"2422",41,20,3,6,671
"2423",20,3,3,4,672
"2424",12,7,3,5,673
"2425",51,7,3,3,674
"2426",12,7,3,5,675
"2427",41,7,3,3,676
"2428",20,3,3,4,677
"2429",20,20,3,7,678
"2430",20,20,3,7,679
"2431",3,3,3,2,680
"2432",20,7,3,4,681
"2433",20,20,7,7,682
"2434",20,20,20,1,683
"2435",20,7,3,4,684
"2436",7,3,3,2,685
"2437",20,7,7,4,686
"2438",51,3,3,3,688
"2439",51,12,7,3,689
"2440",41,20,20,1,690
"2441",51,20,3,6,691
"2442",20,7,7,4,693
"2443",7,7,7,5,694
"2444",20,20,3,7,695
"2445",20,7,3,4,696
"2446",51,20,7,6,697
"2447",20,7,3,4,698
"2448",7,3,3,2,699
"2449",41,7,7,3,700
"2450",20,3,3,4,701
"2451",41,3,3,3,702
"2452",20,20,7,7,703
"2453",41,20,3,6,704
"2454",20,7,7,4,705
"2455",7,7,3,5,706
"2456",20,7,3,4,707
"2457",20,20,7,7,708
"2458",12,7,3,5,709
"2459",7,7,3,5,710
"2460",7,7,7,5,711
"2461",20,12,7,7,712
"2462",7,7,3,5,713
"2463",20,7,3,4,714
"2464",12,7,3,5,715
"2465",20,7,7,4,716
"2466",20,7,3,4,717
"2467",12,3,3,2,719
"2468",20,7,3,4,720
"2469",41,7,7,3,722
"2470",7,3,3,2,723
"2471",41,7,3,3,724
"2472",20,3,3,4,725
"2473",51,20,20,1,726
"2474",41,20,20,1,727
"2475",51,20,7,6,728
"2476",20,7,3,4,729
"2477",51,20,7,6,730
"2478",3,3,3,2,732
"2479",41,3,3,3,733
"2480",7,7,3,5,734
"2481",20,7,7,4,735
"2482",7,7,3,5,736
"2483",20,3,3,4,737
"2484",12,7,3,5,738
"2485",41,20,3,6,739
"2486",12,7,3,5,740
"2487",12,3,3,2,741
"2488",20,7,3,4,742
"2489",51,7,3,3,743
"2490",20,20,3,7,744
"2491",20,7,7,4,745
"2492",20,7,3,4,746
"2493",20,3,3,4,747
"2494",20,7,7,4,748
"2495",7,3,3,2,749
"2496",3,3,3,2,750
"2497",41,20,7,6,751
"2498",41,7,3,3,752
"2499",12,7,7,5,755
"2500",12,3,3,2,756
"2501",20,20,7,7,757
"2502",41,7,7,3,758
"2503",20,7,3,4,759
"2504",7,3,3,2,760
"2505",20,3,3,4,761
"2506",51,20,3,6,763
"2507",41,20,3,6,764
"2508",20,20,7,7,765
"2509",51,3,3,3,766
"2510",41,20,3,6,767
"2511",20,7,7,4,768
"2512",41,7,3,3,772
"2513",20,7,3,4,773
"2514",7,7,3,5,774
"2515",3,3,3,2,775
"2516",51,20,3,6,776
"2517",20,7,7,4,777
"2518",12,7,7,5,778
"2519",20,12,7,7,779
"2520",20,7,3,4,780
"2521",7,7,3,5,781
"2522",20,3,3,4,782
"2523",41,20,3,6,783
"2524",7,7,3,5,784
"2525",20,7,3,4,786
"2526",7,3,3,2,787
"2527",7,3,3,2,788
"2528",41,3,3,3,789
"2529",7,7,3,5,790
"2530",51,12,3,3,791
"2531",20,20,3,7,792
"2532",20,20,3,7,793
"2533",51,20,7,6,794
"2534",51,7,3,3,795
"2535",20,20,7,7,796
"2536",51,7,3,3,798
"2537",7,3,3,2,799
"2538",41,20,3,6,800
"2539",12,7,3,5,801
"2540",20,12,7,7,802
"2541",20,7,3,4,803
"2542",12,7,3,5,804
"2543",20,7,7,4,805
"2544",20,20,7,7,806
"2545",7,3,3,2,807
"2546",20,20,3,7,808
"2547",51,3,3,3,809
"2548",51,20,20,1,810
"2549",51,7,3,3,811
"2550",7,7,3,5,812
"2551",20,7,7,4,813
"2552",7,3,3,2,814
"2553",20,7,3,4,815
"2554",41,12,7,3,816
"2555",7,7,3,5,818
"2556",51,7,7,3,819
"2557",20,7,3,4,820
"2558",12,7,3,5,821
"2559",20,12,7,7,822
"2560",20,7,7,4,824
"2561",7,3,3,2,826
"2562",20,7,3,4,827
"2563",41,7,3,3,828
"2564",41,7,3,3,829
"2565",51,51,3,6,830
"2566",20,3,3,4,831
"2567",51,7,3,3,832
"2568",20,7,3,4,833
"2569",41,20,3,6,834
"2570",20,7,3,4,836
"2571",20,7,7,4,837
"2572",20,3,3,4,838
"2573",20,7,3,4,839
"2574",20,12,3,4,840
"2575",3,3,3,2,841
"2576",7,7,3,5,842
"2577",3,3,3,2,844
"2578",41,12,7,3,845
"2579",3,3,3,2,846
"2580",20,12,3,4,847
"2581",51,7,7,3,848
"2582",20,7,3,4,849
"2583",7,3,3,2,850
"2584",41,3,3,3,851
"2585",3,3,3,2,852
"2586",20,7,3,4,854
"2587",51,7,3,3,855
"2588",20,7,3,4,856
"2589",41,7,3,3,857
"2590",20,7,7,4,858
"2591",41,7,3,3,859
"2592",20,20,7,7,860
"2593",51,41,12,1,861
"2594",20,7,3,4,862
"2595",7,7,3,5,863
"2596",12,12,3,5,864
"2597",41,3,3,3,865
"2598",41,20,7,6,866
"2599",20,7,3,4,867
"2600",3,3,3,2,868
"2601",20,7,3,4,869
"2602",20,20,3,7,870
"2603",7,7,3,5,872
"2604",51,41,20,1,873
"2605",7,7,7,5,874
"2606",20,20,7,7,875
"2607",20,7,3,4,876
"2608",51,7,3,3,877
"2609",51,7,3,3,878
"2610",20,7,3,4,879
"2611",20,12,7,7,880
"2612",7,3,3,2,881
"2613",20,12,7,7,882
"2614",41,20,20,1,884
"2615",20,7,3,4,885
"2616",20,7,3,4,886
"2617",12,7,3,5,887
"2618",20,20,7,7,888
"2619",20,20,7,7,889
"2620",20,12,3,4,890
"2621",51,12,3,3,891
"2622",7,7,3,5,892
"2623",41,3,3,3,893
"2624",20,3,3,4,895
"2625",20,7,7,4,896
"2626",3,3,3,2,897
"2627",51,41,7,6,898
"2628",7,3,3,2,899
"2629",20,7,3,4,900
"2630",7,3,3,2,901
"2631",20,20,7,7,902
"2632",20,7,3,4,903
"2633",7,3,3,2,904
"2634",20,7,3,4,905
"2635",51,20,3,6,906
"2636",51,3,3,3,907
"2637",7,3,3,2,908
"2638",7,3,3,2,909
"2639",41,7,3,3,910
"2640",7,7,3,5,911
"2641",7,3,3,2,912
"2642",7,3,3,2,913
"2643",7,3,3,2,914
"2644",20,12,3,4,915
"2645",41,7,7,3,916
"2646",41,7,7,3,917
"2647",41,7,7,3,918
"2648",20,7,3,4,920
"2649",20,3,3,4,921
"2650",7,3,3,2,922
"2651",7,7,7,5,923
"2652",7,7,3,5,924
"2653",20,20,3,7,925
"2654",7,3,3,2,926
"2655",20,12,3,4,927
"2656",20,12,7,7,928
"2657",41,20,3,6,929
"2658",20,12,3,4,930
"2659",20,20,3,7,931
"2660",7,3,3,2,933
"2661",51,20,7,6,934
"2662",51,7,3,3,935
"2663",20,7,3,4,936
"2664",3,3,3,2,937
"2665",7,7,3,5,938
"2666",20,7,7,4,939
"2667",20,12,3,4,940
"2668",12,7,3,5,941
"2669",20,7,3,4,942
"2670",20,7,7,4,943
"2671",51,12,7,3,945
"2672",51,20,20,1,946
"2673",41,3,3,3,947
"2674",51,7,7,3,948
"2675",41,20,7,6,949
"2676",7,3,3,2,950
"2677",7,3,3,2,951
"2678",20,7,3,4,952
"2679",20,3,3,4,953
"2680",51,3,3,3,954
"2681",20,12,7,7,955
"2682",7,7,7,5,956
"2683",51,20,3,6,957
"2684",41,7,3,3,958
"2685",20,20,3,7,959
"2686",20,12,7,7,962
"2687",7,3,3,2,963
"2688",51,20,3,6,964
"2689",20,7,3,4,965
"2690",20,20,3,7,966
"2691",51,3,3,3,967
"2692",20,20,12,1,968
"2693",41,20,20,1,970
"2694",7,7,3,5,971
"2695",7,7,3,5,972
"2696",51,20,3,6,973
"2697",51,7,3,3,974
"2698",51,7,3,3,975
"2699",41,7,7,3,976
"2700",20,3,3,4,977
"2701",41,7,3,3,978
"2702",20,12,3,4,979
"2703",51,20,7,6,980
"2704",7,3,3,2,981
"2705",7,3,3,2,982
"2706",12,7,3,5,983
"2707",20,7,7,4,984
"2708",51,7,3,3,985
"2709",51,41,20,1,986
"2710",20,7,3,4,987
"2711",7,7,3,5,988
"2712",20,3,3,4,989
"2713",20,12,3,4,990
"2714",20,7,7,4,991
"2715",20,7,7,4,993
"2716",20,7,7,4,994
"2717",51,20,12,1,996
"2718",20,3,3,4,997
"2719",20,7,7,4,998
"2720",51,7,3,3,999
"2721",41,12,3,3,1000
"2722",41,20,20,1,1001
"2723",41,20,3,6,1002
"2724",41,12,3,3,1003
"2725",7,3,3,2,1005
"2726",3,3,3,2,1007
"2727",12,7,3,5,1008
"2728",7,3,3,2,1009
"2729",20,20,7,7,1010
"2730",20,7,3,4,1011
"2731",51,7,3,3,1012
"2732",51,20,3,6,1013
"2733",41,20,3,6,1014
"2734",7,3,3,2,1015
"2735",20,20,3,7,1016
"2736",20,7,3,4,1017
"2737",3,3,3,2,1018
"2738",7,3,3,2,1019
"2739",41,7,3,3,1020
"2740",7,3,3,2,1021
"2741",20,7,3,4,1022
"2742",7,3,3,2,1023
"2743",51,7,3,3,1024
"2744",20,7,3,4,1025
"2745",20,20,7,7,1026
"2746",51,3,3,3,1027
"2747",7,3,3,2,1028
"2748",51,51,3,6,1029
"2749",7,7,3,5,1031
"2750",51,20,3,6,1032
"2751",7,7,7,5,1034
"2752",12,3,3,2,1035
"2753",51,3,3,3,1036
"2754",20,7,3,4,1037
"2755",20,7,7,4,1038
"2756",51,7,3,3,1039
"2757",41,3,3,3,1040
"2758",20,7,3,4,1041
"2759",20,3,3,4,1042
"2760",51,3,3,3,1043
"2761",3,3,3,2,1044
"2762",20,7,3,4,1045
"2763",51,41,3,6,1046
"2764",41,7,3,3,1048
"2765",51,7,3,3,1049
"2766",51,20,7,6,1050
"2767",41,7,7,3,1051
"2768",51,41,3,6,1052
"2769",20,3,3,4,1053
"2770",20,20,12,1,1054
"2771",7,7,3,5,1055
"2772",7,7,7,5,1056
"2773",7,3,3,2,1057
"2774",20,7,3,4,1058
"2775",51,12,7,3,1059
"2776",41,20,3,6,1061
"2777",7,3,3,2,1062
"2778",3,3,3,2,1063
"2779",41,20,7,6,1064
"2780",7,3,3,2,1065
"2781",7,3,3,2,1066
"2782",7,7,7,5,1067
"2783",51,20,7,6,1069
"2784",20,7,3,4,1070
"2785",7,3,3,2,1071
"2786",51,12,7,3,1072
"2787",51,41,20,1,1073
"2788",41,7,3,3,1074
"2789",51,7,3,3,1075
"2790",20,7,3,4,1076
"2791",20,12,3,4,1077
"2792",20,7,3,4,1078
"2793",7,7,3,5,1079
"2794",41,20,3,6,1080
"2795",7,3,3,2,1081
"2796",20,7,3,4,1082
"2797",51,20,3,6,1083
"2798",20,7,7,4,1084
"2799",3,3,3,2,1086
"2800",12,7,3,5,1087
"2801",51,7,3,3,1088
"2802",20,7,3,4,1089
"2803",20,3,3,4,1090
"2804",12,7,3,5,1091
"2805",7,3,3,2,1092
"2806",7,7,3,5,1093
"2807",20,20,20,1,1094
"2808",20,12,3,4,1096
"2809",7,7,7,5,1098
"2810",41,7,3,3,1099
"2811",41,20,3,6,1100
"2812",20,3,3,4,1101
"2813",20,7,7,4,1102
"2814",20,3,3,4,1103
"2815",51,20,12,1,1104
"2816",12,7,7,5,1105
"2817",7,3,3,2,1106
"2818",12,7,3,5,1107
"2819",51,20,3,6,1108
"2820",41,7,7,3,1109
"2821",7,7,3,5,1110
"2822",7,3,3,2,1111
"2823",41,7,7,3,1112
"2824",51,12,3,3,1113
"2825",20,7,3,4,1115
"2826",7,3,3,2,1116
"2827",51,20,3,6,1117
"2828",7,7,7,5,1118
"2829",41,3,3,3,1119
"2830",20,7,7,4,1120
"2831",20,3,3,4,1121
"2832",7,7,3,5,1122
"2833",20,20,3,7,1123
"2834",12,7,3,5,1124
"2835",20,20,3,7,1125
"2836",7,3,3,2,1126
"2837",20,7,3,4,1127
"2838",51,7,3,3,1129
"2839",20,7,3,4,1130
"2840",41,20,7,6,1131
"2841",12,7,3,5,1132
"2842",20,7,3,4,1133
"2843",41,20,12,1,1134
"2844",20,3,3,4,1135
"2845",41,7,3,3,1136
"2846",7,3,3,2,1137
"2847",20,7,3,4,1138
"2848",3,3,3,2,1139
"2849",12,7,3,5,1141
"2850",41,20,7,6,1142
"2851",20,3,3,4,1143
"2852",51,3,3,3,1144
"2853",7,7,3,5,1145
"2854",7,7,3,5,1147
"2855",7,7,3,5,1148
"2856",7,3,3,2,1149
"2857",51,7,3,3,1151
"2858",7,3,3,2,1152
"2859",41,20,7,6,1153
"2860",51,20,7,6,1154
"2861",20,20,3,7,1155
"2862",20,20,3,7,1156
"2863",41,7,3,3,1157
"2864",20,20,7,7,1158
"2865",7,7,3,5,1159
"2866",3,3,3,2,1160
"2867",20,7,3,4,1161
"2868",41,20,7,6,1162
"2869",41,3,3,3,1163
"2870",41,3,3,3,1164
"2871",41,7,3,3,1165
"2872",51,20,3,6,1167
"2873",20,7,3,4,1168
"2874",51,12,7,3,1169
"2875",20,7,3,4,1170
"2876",51,7,3,3,1172
"2877",7,7,3,5,1173
"2878",7,7,3,5,1174
"2879",7,3,3,2,1175
"2880",20,20,3,7,1177
"2881",7,7,7,5,1178
"2882",41,7,3,3,1179
"2883",7,3,3,2,1180
"2884",20,7,7,4,1182
"2885",20,12,3,4,1183
"2886",7,7,3,5,1184
"2887",20,7,3,4,1185
"2888",7,7,3,5,1186
"2889",20,7,7,4,1187
"2890",7,7,3,5,1188
"2891",12,7,3,5,1189
"2892",7,7,3,5,1190
"2893",20,20,3,7,1191
"2894",12,7,7,5,1192
"2895",20,12,3,4,1193
"2896",7,3,3,2,1194
"2897",20,20,3,7,1195
"2898",51,7,3,3,1196
"2899",7,7,3,5,1197
"2900",7,3,3,2,1198
"2901",51,20,3,6,1200
"2902",20,20,3,7,1201
"2903",51,20,3,6,1202
"2904",20,7,3,4,1203
"2905",7,7,7,5,1204
"2906",51,41,3,6,1205
"2907",7,7,3,5,1206
"2908",20,7,3,4,1207
"2909",41,12,7,3,1208
"2910",20,3,3,4,1209
"2911",51,3,3,3,1210
"2912",20,3,3,4,1211
"2913",20,20,7,7,1212
"2914",20,7,3,4,1213
"2915",20,3,3,4,1214
"2916",20,20,7,7,1215
"2917",41,20,3,6,1216
"2918",20,20,7,7,1217
"2919",41,20,12,1,1218
"2920",20,7,3,4,1219
"2921",7,7,3,5,1220
"2922",12,7,3,5,1221
"2923",7,3,3,2,1222
"2924",20,7,7,4,1223
"2925",20,7,7,4,1224
"2926",20,7,3,4,1225
"2927",7,3,3,2,1226
"2928",20,7,7,4,1227
"2929",51,3,3,3,1228
"2930",20,3,3,4,1229
"2931",20,3,3,4,1230
"2932",51,3,3,3,1231
"2933",51,20,20,1,1232
"2934",51,7,3,3,1233
"2935",20,3,3,4,1235
"2936",20,7,3,4,1236
"2937",51,20,20,1,1237
"2938",7,7,3,5,1238
"2939",7,7,3,5,1239
"2940",20,7,3,4,1240
"2941",12,7,3,5,1241
"2942",20,7,3,4,1242
"2943",20,20,3,7,1243
"2944",20,20,12,1,1244
"2945",20,12,3,4,1245
"2946",51,7,3,3,1246
"2947",20,7,3,4,1247
"2948",7,3,3,2,1248
"2949",7,3,3,2,1249
"2950",20,7,7,4,1250
"2951",20,7,3,4,1251
"2952",41,7,3,3,1252
"2953",20,20,20,1,1254
"2954",51,7,3,3,1255
"2955",51,20,20,1,1256
"2956",7,7,3,5,1257
"2957",7,3,3,2,1258
"2958",20,3,3,4,1259
"2959",7,7,3,5,1260
"2960",7,3,3,2,1261
"2961",20,20,3,7,1262
"2962",12,3,3,2,1263
"2963",7,7,3,5,1264
"2964",51,20,7,6,1265
